BN, Channel, INPUT (Vpp), DC Offset, VSHIFT code, Frequency, SNR, THD, SINAD, ENOB, SFDR, FLOOR
B_2_1Vpp,Ch_0,1,0,25206,1,51.98819296629216,-39.40708168124688,39.17376011848979,6.214910318686012,40.097167404590735,-79.08089257605047
B_2_1vpp_att,Ch_0,1,0,25206,1,26.51898560328791,-17.549085994230143,17.030740497560927,2.536667856737696,19.97086342893479,-53.611685213046215
B_2_fs,Ch_0,1,0,25206,1,13.33514460643643,-5.59172822629165,4.91679752398489,0.5243849707616097,7.580387778979642,-40.427844216194735
B_2_fs,Ch_0,1,0,25206,1,13.32874218714035,-5.6311139233436265,4.949562909465614,0.5298277258248529,7.682348302882962,-40.42144179689866
B_2_fs_nocap,Ch_0,1,0,25206,1,12.49644408440738,-7.169554706279632,6.052564200183199,0.7130505315918937,10.805844566269784,-39.589143694165685
B_2_fs_nocap,Ch_0,1,0,28231,1,59.35878904892676,-51.68394358636432,50.99907620229846,8.179248538587785,54.15249449897557,-86.45148865868507
B_2_att_nocap,Ch_0,1,0,28231,1,26.547971799427273,-12.802580918992753,12.623010107085562,1.8044867287517548,17.011695712974124,-53.64067140918558
B_2_att_nocap,Ch_0,1,0,28231,1,27.164095864086196,-13.866270279670893,13.667645841725216,1.9780142594227936,17.134171770260398,-54.256795473844505
B_2_att_nocap_no2.5k,Ch_0,1,0,28231,1,31.53600655490647,-18.164079614941812,17.968741011094426,2.6924818955306353,20.778873859984298,-58.62870616466478
B_2_withcap_1vpp,Ch_0,1,0,28231,1,56.92721495507623,-53.493890542575244,51.869458522261176,8.323830319312489,56.38127930983504,-84.01991456483455
B_2_withcap_1vpp_connpos1,Ch_0,1,0,28231,1,59.76539746849997,-48.80299688050145,48.46826270868007,7.758847626026591,50.756865708018275,-86.85809707825827
B_b2_10Vpp,Ch_0,10,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_0,10,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_0,10,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2_5vpp,Ch_0,10,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2_1vpp,Ch_0,10,0,28231,1,58.47597611835552,-49.82180244721425,49.26676828158824,7.891489747772134,53.571933411474305,-85.56867572811383
B_2,Ch_1,10,0,28231,1,5.319929066022885,-1.1309814138121235,-0.2714527582142504,-0.3374506242880815,3.1933382792675307,-32.41262867578119
B_2,Ch_1,1,0,28231,1,59.269742290093326,-48.51632723936469,48.165740447075024,7.708594758650337,52.4215521161895,-86.36244189985163
B_2,Ch_2,1,0,28231,1,58.356400564659914,-50.401690264058566,49.75654602235949,7.972848176471676,54.27283368746606,-85.44910017441822
B_2,Ch_3,1,0,28231,1,56.20077284332987,-49.28836233758997,48.48357238926574,7.761390762336502,54.55008366439306,-83.29347245308819
B_2,Ch_0,10,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_1,Ch_0,10,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_0,1,0,28231,1,8.075143396122241,-7.876091894956691,4.964177390259279,0.5322553804417408,5.355361818722094,-35.16784300588055
B_2,Ch_0,1,0,28231,1,58.65367972805419,-46.90560520388141,46.6245144759464,7.452577155472825,49.51481117975192,-85.74637933781248
B_2_attenuated,Ch_0,1,0,28231,1,28.979530755868467,-16.791509611802184,16.536720730357825,2.454604772484689,18.848150986504486,-56.07223036562678
B_2_att_nocap,Ch_0,1,0,28231,1,10.486686548637536,-9.069947835464127,6.710501208840758,0.8223423934951426,10.872547840789954,-37.57938615839584
B_2,Ch_0,1,0,25206,1,28.71955611233599,-20.69553075908844,20.05988941430765,3.0398487399182144,23.778649484217986,-55.8122557220943
B_2,Ch_1,1,0,28231,1,25.01228859807359,-17.15360543151045,16.495078315438043,2.4476874278136287,20.209960364309296,-52.104988207831894
B_2,Ch_2,1,0,28231,1,26.589910485697633,-19.26320606013308,18.52577611911795,2.7850126443717524,21.88962215463503,-53.68261009545594
B_2,Ch_3,1,0,28231,1,-4.9964646978188245,-5.693746904349788,-5.351986156974181,-1.1813930493312594,4.677558435111806,-22.096234911939483
B_2,Ch_3,1,0,28231,1,27.273043607446784,-15.649113089839762,15.360136723165285,2.259158924113835,17.065503297133347,-54.36574321720509
B_2,Ch_0,1,0,25206,1,30.94823868921566,-15.220985841108213,15.106351509698595,2.217001911910066,19.072886232059876,-58.04093829897397
B_2,Ch_0,1,0,25206,1,26.999112304759723,-17.48144260844728,17.021385803455683,2.5351139208398146,20.17680734149183,-54.09181191451803
B_2,Ch_0,1,0,25206,1,33.78900692459971,-19.415282306739353,19.25947134437742,2.906888927637445,20.68793146515803,-60.881706534358024
B_2,Ch_0,1,0,25206,1,36.1068618009778,-19.06355457039338,18.978597639100784,2.8602321659635854,21.040525430588417,-63.19956141073611
B_2,Ch_0,1,0,25206,1,12.552063308385558,-7.444835663861014,6.277046366156425,0.750339927932961,11.59297933984588,-39.64476291814386
B_2,Ch_0,1,0,25206,1,33.31430452124625,-21.78344195092622,21.488414007577905,3.2771451839830408,24.44582272077872,-60.407004131004555
B_2,Ch_0,1,0,25206,1,8.740657771483741,-1.947626809560599,1.1224114481375047,-0.10591171957848759,3.325004191934803,-35.833357381242045
B_2,Ch_0,1,0,25206,1,13.028590163344855,-7.538747858813501,6.458180030020596,0.7804285764153815,10.422407862188969,-40.12128977310316
B_2,Ch_0,1,0,25206,1,11.699202788213956,-7.059490194497924,5.77685267698811,0.6672512752471944,10.497084618456785,-38.791902397972265
B_2,Ch_0,1,0,25206,1,33.39219123719159,-24.72919454025181,24.175217943270553,3.7234581301113874,27.091135850002004,-60.484890846949895
B_2,Ch_0,1,0,25206,1,11.701910238211015,-7.052857575404804,5.772606591087987,0.6665459453634531,10.45454546796767,-38.794609847969326
B_2,Ch_0,1,0,28231,1,57.834182376952995,-47.63510882267297,47.23890717284959,7.554635742998272,48.42814196736142,-84.92688198671131
B_2,Ch_0,5,0,40330,1,13.942470008926033,-7.12124078879568,6.300892096395552,0.7543010126902912,9.891075465783265,-41.035169618684336
B_2,Ch_0,5,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_0,5,0,43354,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_0,5,0,40330,1,10.613290436289217,-1.5403532526103048,1.0334787974069035,-0.12068458514835491,3.3905637837388576,-37.705990046047525
B_2,Ch_0,5,0,40330,1,9.145033355849064,-2.9496352693392174,2.0149364683237954,0.042348250552125474,4.7893614291183635,-36.23773296560737
B_2,Ch_0,5,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_0,5,0,43355,1,-4.583832683502382,4.452354032313875,-7.528890844919937,-1.5430051237408535,0.4733107060553746,-22.508866926255926
B_3,Ch_0,1,0,28231,1,59.59898218448207,-49.35678149811711,48.96432315694828,7.8412496938452305,51.463727992939454,-86.69168179424037
B_3,Ch_0,1,0,28231,1,34.00973969105236,-26.66017055074175,25.926303379368743,4.014336109529691,28.463399321638963,-61.10243930081067
B_3,Ch_1,1,0,28231,1,5.749282268637657,-1.9321949987731974,0.4239172564671363,-0.22194065507190427,3.709257590438973,-32.84198187839596
B_3,Ch_1,1,0,28231,1,60.33861403055984,-50.69408559601352,50.246613678378935,8.054254763850322,52.18412321002723,-87.43131364031814
B_3,Ch_1,1,0,28231,1,5.437146886652084,-4.8676330368444924,2.132761257447452,0.06192047465904521,4.261856150316331,-32.52984649641039
B_3,Ch_1,1,0,28231,1,32.670670800283645,-20.644737459461254,20.380548556582493,3.093114378169849,22.135998445585145,-59.76337041004196
B_3,Ch_2,1,0,28231,1,10.07438984010664,-16.663554516673706,9.213203341546599,1.2380736447751828,11.822296464204754,-37.167089449864946
B_3,Ch_2,1,0,28231,1,31.732769666688426,-18.492104437407342,18.29090852338412,2.7459980935854023,21.49845780289698,-58.82546927644674
B_3,Ch_2,1,0,28231,1,10.016999590988673,-8.953243385355297,6.44233321243596,0.7777962146903589,11.280086121618194,-37.10969920074698
B_3,Ch_2,1,0,28231,1,58.25028688663509,-51.56987058192304,50.7249569588599,8.133713780541513,54.52742468608957,-85.3429864963934
B_3,Ch_3,1,0,28231,1,13.902585588771233,-0.8264982217672295,0.617715470198461,-0.1897482607643753,3.421563560654455,-40.99528519852954
B_3,Ch_3,1,0,28231,1,56.79661154246273,-50.07903301027434,49.24066634083833,7.88715387721567,53.370252381891376,-83.88931115222104
B_3,Ch_3,1,0,28231,1,14.34961104523097,-13.478677102010154,10.882048471479884,1.5152904437674226,14.078769256869293,-41.44231065498928
B_3,Ch_3,1,0,28231,1,33.91644655941981,-21.188101212781582,20.962358494406686,3.1897605472436354,23.648435874437084,-61.00914616917812
B_2,Ch_0,1,0,28231,1,-8.239172624944157,0,-8.215321438943281,-1.6570301393593492,6.903230246145107,-18.853526984814152
B_2,Ch_0,1,0,28231,1,-6.033582684490116,-6.259564136912799,-6.282449432391526,-1.3359550552145394,5.368233451114951,-21.059116925268192
B_2,Ch_0,1,0,28231,1,29.005852812943516,-20.404375284816588,19.842985210016536,3.00381814119876,23.81138979974586,-56.09855242270183
B_2,Ch_0,1,0,28231,1,57.08784173882201,-28.565121270399622,28.55902299104733,4.451664948678959,28.72831248629052,-84.1805413485803
B_2,Ch_0,1,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_0,1,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_0,1,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_0,1,0,25206,1,-13.509439043567284,-22.21192435911688,-13.510602070624238,-2.53664486222994,16.406872124723296,-13.583260566191022
B_2,Ch_0,1,0,25206,1,-4.001641371131715,-5.28368936413384,-4.485621494223989,-1.0374786535255796,5.73884903441786,-23.09105823862659
B_2,Ch_0,1,0,43354,1,-3.7501251997696103,0,-3.734313137905094,-0.9126766009809126,16.896715178233702,-23.3425744099887
B_2,Ch_0,1,0,25206,1,17.564134028034154,-10.149380080054772,9.425583408389095,1.273352725646029,13.447591529988287,-44.65683363779246
B_2,Ch_0,1,0,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_0,1,0,46379,1,-5.545306699864348,-9.007556566282634,-5.694928683322872,-1.2383602463991483,10.053311125149214,-21.547392909893958
B_2,Ch_0,1,0,25206,1,-4.826907010706317,-6.288682647485105,-5.150461325807221,-1.1479171637553525,8.52537194339355,-22.26579259905199
B_2,Ch_0,1,0,25206,1,42.940869009874525,-40.206709926656366,38.35178592115287,6.0783697543443305,40.55952735450883,-70.03356861963283
B_2,Ch_0,1,0,28231,1,59.72670523297235,-51.53092005821402,50.91826899179625,8.165825413919645,54.842681327309236,-86.81940484273065
B_2,Ch_0,1,0,25206,1,-10.321920585357338,-0.921288854605246,-10.636436531269016,-2.0592087261244214,1.4273976903444707,-16.77077902440097
B_2,Ch_0,1,0,25206,1,46.68872847484163,-15.888843237413852,15.885232339335554,2.3463841095241786,15.98581101648908,-73.78142808459994
B_2,Ch_0,1,0,28231,1,58.50904943944998,-44.41998589136688,44.25381951565186,7.0587740059222375,46.566375923798844,-85.6017490492083
B_2,Ch_0,1,0,28231,1,43.43672752332013,-37.13136528751691,36.21774345984468,5.72387765113699,40.15932325934786,-70.52942713307844
B_2,Ch_0,1,0,25206,1,43.43456802897307,-38.81253109257798,37.5253667023725,5.941090814347592,41.94199765659529,-70.52726763873137
B_2,Ch_1,1,0,28231,1,58.18795349954458,-45.84028105927366,45.594433058581814,7.2814672854787075,49.50745434246506,-85.28065310930289
B_2,Ch_1,1,1,28231,1,41.5724323935934,-29.87237039603849,29.588254917114686,4.622633707161908,33.810106314760915,-68.66513200335172
B_2,Ch_2,1,1,28231,1,58.34076975815468,-44.845016207728705,44.65505014081627,7.125423611431275,47.33294906662883,-85.43346936791298
B_2,Ch_2,1,1,28231,1,42.827387583883585,-39.34341983667623,37.73472777932054,5.975868401880488,43.35528339032541,-69.92008719364189
B_2,Ch_3,1,1,28231,1,56.391667557702014,-44.809302271059146,44.51763817811876,7.102597704006439,47.96376849291878,-83.48436716746033
B_2,Ch_3,1,1,28231,1,33.3375858274895,-32.3474764351665,29.804076288921287,4.658484433375629,35.54074822981395,-60.43028543724781
B_2,Ch_3,10,1,28231,1,52.903281508772096,-50.44263339535662,48.490668962035926,7.76256959502258,54.6168046354152,-79.99598111853041
B_2,Ch_3,10,1,25206,1,-2.5941224101345766,0.48753929620968395,-4.677625000268123,-1.0693729236325786,3.692089377946907,-24.498577199623732
B_2,Ch_3,10,1,28231,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_3,10,1,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_3,10,1,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_3,10,1,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_3,10,1,28231,1,5.0011212645082175,-5.695148185246386,2.323985821253797,0.09368535236774037,7.584368688511413,-32.09382087426653
B_2,Ch_3,10,1,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_3,10,1,59537,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_3,10,1,42145,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_3,10,1,28231,1,10.551931434499476,-4.206504789979139,3.3004554263371473,0.25588960570384506,7.754100598844616,-37.644631044257785
B_2,Ch_3,10,1,28231,1,52.76531348657052,-46.794293543572834,45.815232034800445,7.318144856279145,50.1774691522752,-79.85801309632882
B_2,Ch_3,10,1,28231,1,48.147511039322524,-43.39852563388875,42.14357080843433,6.708234353560521,46.95556949301881,-75.24021064908084
B_2,Ch_3,10,1,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_3,10,1,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_3,10,1,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_3,10,1,55454,1,311.98032447911055,0,311.99231338034707,51.53360687381181,341.28089360008124,-339.07302408886886
B_2,Ch_3,10,1,40330,1,7.68104436473573,-8.442640513308815,5.034869262512986,0.5439982163642835,11.149236356354319,-34.77374397449404
B_2,Ch_3,10,1,40330,1,52.93683786388834,-45.7687570091597,45.00617051305401,7.183749254660135,48.96598420292484,-80.02953747364666
B_2,Ch_3,10,1,41330,1,2.201793277470612,3.976741215979866,-4.91471056358176,-1.108755907571721,1.2546860694323017,-29.29449288722892
B_2,Ch_3,10,1,40330,1,50.14645674582164,-45.64332490987505,44.325350091139974,7.070656161318934,47.39896427538958,-77.23915635557995
B_2,Ch_3,10,1,37305,1,54.59895501044941,-47.57826575244361,46.79160282954663,7.48033269593798,49.33369008421189,-81.69165462020771
B_2,Ch_3,10,1,46379,1,55.446879989936846,-53.16366145459555,51.14662284558368,8.203757947771376,54.722269374677694,-82.53957959969514
B_2,Ch_3,10,1,58055,1,7.262496100112406,-4.882899109386205,2.901417151940513,0.18960417806320815,8.370244620832459,-34.35519570987071
B_2,Ch_3,10,1,58478,1,5.108351125416469,-4.481683832580216,1.7734241578479368,0.0022299265528134262,8.61175688952638,-32.201050735174775
